股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,买入信号,技术形态,上市天数
601001.SH,大同煤业,5.28,5.18,5.29,5.17,16849799.0,-1.89,5.20,5.22,5.09,5.02,4.75,-0.01,5.45,5.09,4.73,43.75,50.38,30.49,8669766000.0,采掘-煤炭开采加工-煤炭开采Ⅲ,动力煤;高岭土概念;融资融券;沪股通;转融券标的;山西国资改革;地方国资改革;证金持股,月线macd金叉,缩量||价跌量缩||回调缩量,4682
300355.SZ,蒙草生态,5.27,5.19,5.32,5.19,18814958.0,-1.71,5.22,5.30,5.27,5.33,4.80,-0.08,5.54,5.27,4.99,34.12,42.62,17.11,6128894500.0,建筑材料-建筑装饰-装饰园林,抗旱;风沙治理;村镇银行;美丽中国;GEP;长江防护林;融资融券;深股通;转融券标的;土壤修复;PPP概念;足球概念,周线mtm金叉,缩量||价跌量缩||回调缩量,2394
600243.SH,青海华鼎,5.27,5.28,5.33,5.25,3384427.0,0.38,5.21,5.22,5.21,5.23,4.78,-0.04,5.43,5.21,4.99,65.48,59.67,77.08,2317128000.0,机械设备-通用设备-其它通用机械,股权转让;铁路基建;机床制造;壳资源,cci买入信号||周线行情收盘价上穿5日,价升量缩||缩量||阳线,6723
601208.SH,东材科技,5.27,5.31,5.35,5.22,10122600.0,0.38,5.23,5.34,5.28,5.33,5.06,-0.03,5.63,5.28,4.93,30.32,33.96,23.02,3327251300.0,化工-化工合成材料-其他塑料制品,丙烯;高性能膜;分离膜;参股民营银行;聚碳酸酯;新能源;太阳能;苹果概念;三星;特高压;聚丙烯;膜材料;国产替代;OLED材料;OLED;新基建;柔性屏;光伏概念,skdj金叉||rsi金叉||周线cr金叉,底部吸筹||价升量缩||缩量,2890
600576.SH,祥源文化,5.26,5.33,5.42,5.26,8282181.0,0.38,5.30,5.30,5.20,5.18,4.76,-0.02,5.50,5.20,4.90,48.06,56.34,31.5,2802929600.0,信息服务-传媒-影视动漫,在线教育;IP概念;小额贷款;股权转让;幼儿教育;网络游戏;文化传媒;手机游戏;互联网金融;动漫,rsi金叉||月线dmi金叉,价升量涨||缩量||阳线,5901
000839.SZ,中信国安,5.25,5.28,5.43,5.15,220630330.0,-7.37,5.56,5.70,5.95,6.00,4.94,-0.25,6.78,5.95,5.11,25.84,27.74,22.04,20692358000.0,综合-综合-综合Ⅲ,新媒体;中概股回归;特斯拉;低碳;足球概念;网络游戏;参股360;锂矿;MSCI概念;钾离子电池;量子通信;数字电视;火箭军;稀有金属;虚拟现实;融资融券;深股通;转融券标的;锂电制造;VR直播;世界杯;体育产业;小金属概念;新能源汽车;锂电池;年报预增;广播电视;文化传媒;冰雪产业,wr超卖||bias买入信号||rsi底背离,放量||阳线||价跌量升,7839
600609.SH,金杯汽车,5.25,5.13,5.38,5.09,21966257.0,-3.57,5.17,4.98,4.52,4.29,3.83,0.12,5.57,4.52,3.47,75.45,77.16,72.04,5605382400.0,交运设备-汽车零部件-汽车零部件Ⅲ,汽车制造概念;振兴东北;融资融券;转融券标的;地方国资改革;辽宁国资改革,月线boll突破中轨||月线roc买入信号,缩量||价跌量缩||旗形,9764
000758.SZ,中色股份,5.24,5.22,5.36,5.2,29016992.0,-0.95,5.20,5.20,5.06,5.03,4.62,-0.01,5.50,5.06,4.62,52.32,55.01,46.93,10279176300.0,有色金属-有色冶炼加工-铅锌,稀有金属;铌;东盟自贸区;稀缺资源;央企控股;涉矿;再生金属;融资融券;深股通;锌;转融券标的;中非合作;小金属概念;稀土永磁;有色铝;央企国资改革,月线boll突破中轨,缩量||价跌量缩||回调缩量,8037
000795.SZ,英洛华,5.24,5.27,5.35,5.21,18444382.0,0.77,5.22,5.28,5.24,5.26,4.65,-0.09,5.56,5.24,4.91,35.59,38.02,30.72,4671179000.0,有色金属-新材料-磁性材料,新材料概念;新能源;苹果概念;新能源汽车;小金属概念;稀土永磁,skdj金叉||boll突破中轨||月线macd金叉,价升量涨||缩量||阳线,7923
600469.SH,风神股份,5.24,5.1,5.24,5.08,7802200.0,-3.04,5.10,5.06,4.92,4.86,4.51,0.02,5.28,4.92,4.56,69.17,73.37,60.78,2868307400.0,化工-化工合成材料-轮胎,绿色轮胎;央企国资改革,月线cci买入信号||月线boll突破中轨||月线roc买入信号,放量||价跌量缩||上升通道,5658
600684.SH,珠江实业,5.24,5.13,5.24,5.12,12148044.0,-1.91,5.19,5.31,5.28,5.22,4.86,-0.09,5.55,5.28,5.00,32.03,40.86,14.36,4378253500.0,房地产-房地产开发-房地产开发Ⅲ,土地增值;融资融券;沪股通;转融券标的;广东国资改革;地方国资改革;粤港澳大湾区,dmi金叉||月线macd金叉,缩量||价跌量缩||回调缩量,9303
600386.SH,北巴传媒,5.23,5.1,5.24,5.05,10739788.0,-1.73,5.16,5.28,5.22,5.17,4.68,-0.11,5.63,5.22,4.81,26.37,37.47,4.15,4112640000.0,信息服务-传媒-营销服务,LNG汽车;新能源;融资融券;文化传媒;驾驶培训;广告营销;转融券标的;独角兽概念;智能交通;北京国资改革;地方国资改革;充电桩;新能源汽车,wr超卖||月线cci买入信号||月线roc买入信号,缩量||价跌量缩||回调缩量,6635
002550.SZ,千红制药,5.22,5.32,5.49,5.14,32031570.0,2.9,5.14,5.18,5.11,5.11,4.65,-0.03,5.38,5.11,4.83,40.79,42.97,36.41,4807949600.0,医药生物-化学制药-化学制剂,民营医院;深股通;生物医药;抗癌,cci买入信号||skdj金叉||rsi金叉,价升量涨||放量||阳线,2981
600225.SH,天津松江,5.22,5.05,5.24,5.03,15088301.0,-3.07,5.11,4.96,4.54,4.30,3.69,0.06,5.48,4.54,3.61,82.15,84.24,77.97,4710617500.0,房地产-房地产开发-房地产开发Ⅲ,滨海新区;天津自贸区;融资租赁;智慧城市;云计算,月线cr金叉||月线cci买入信号||月线roc买入信号,缩量||价跌量缩||回调缩量,7021
600651.SH,飞乐音响,5.21,5.09,5.38,5.07,30153738.0,-2.3,5.09,5.11,5.22,5.49,4.44,-0.13,5.77,5.22,4.66,38.45,36.51,42.33,5014769800.0,电子-光学光电子-LED,参股外资金融;浦东前滩;老八股;融资融券;参股券商;转融券标的;上海自贸区;节能照明;地方国资改革;上海国资改革;商誉减值,月线macd金叉,缩量||价跌量缩||月线长下影线,1.0347万
300301.SZ,长方集团,5.2,5.18,5.3,5.11,10408944.0,0.0,4.98,4.84,4.58,4.46,4.11,0.11,5.20,4.58,3.97,83.79,81.82,87.73,3119497500.0,电子-光学光电子-LED,职业教育;PPP概念;幼儿教育;节能照明;参股新三板;股权转让;跨境电商,月线macd金叉||月线vr买入信号||月线boll突破中轨,放量||上升通道||阴线,2584
600936.SH,广西广电,5.2,5.16,5.26,5.08,24371600.0,-4.27,5.12,5.14,5.20,5.12,4.58,-0.06,5.69,5.20,4.72,41.99,41.12,43.73,6171273900.0,信息服务-通信服务-有线电视网络,广播电视;文化传媒;地方国资改革;大数据;新基建,周线rsi金叉,放量||价跌量缩||阴线,976
600979.SH,广安爱众,5.2,5.23,5.27,5.15,8335510.0,0.58,5.19,5.19,5.20,5.15,4.79,-0.05,5.35,5.20,5.05,57.96,48.03,77.83,3754575900.0,公用事业-电力-水电,供气;成渝特区;充电桩;储能;新能源汽车;污水处理;地方国资改革;天然气,rsi金叉||boll突破中轨||月线dmi金叉,价升量涨||缩量||阳线,5337
300148.SZ,天舟文化,5.19,5.13,5.27,5.12,30628611.0,-0.39,5.10,5.17,5.11,5.09,4.69,-0.06,5.51,5.11,4.71,36.25,38.37,32.01,4031245100.0,信息服务-传媒-其他传媒,儿童消费品;二胎概念;文化传媒;平面媒体;网络游戏;手机游戏;创投;动漫;独角兽概念;商誉减值;区块链,skdj金叉||月线macd金叉||月线cr金叉,缩量||回调缩量||阴线,3046
600502.SH,安徽水利,5.19,5.14,5.2,5.12,12926840.0,-1.15,5.17,5.22,5.22,5.05,4.48,-0.11,5.52,5.22,4.92,24.54,30.68,12.28,4681152300.0,建筑材料-建筑装饰-基础建设,排水;污水处理;三农;节水灌溉;融资融券;沪股通;转融券标的;安徽国资改革;地方国资改革;水利;PPP概念;债转股;一带一路;科创板IPO,wr超卖||月线cr金叉||月线cci买入信号,缩量||价跌量缩||回调缩量,5847
000155.SZ,川能动力,5.17,5.01,5.17,5.0,10964143.0,-2.72,5.07,5.10,5.02,4.88,4.33,-0.07,5.38,5.02,4.66,38.62,45.27,25.33,4695372000.0,公用事业-电力-新能源发电,成渝特区;低碳;盐酸;宁德时代概念;硝酸;双氧水;深股通;三聚氰胺;硫酸钾;地方国资改革;锂电池;风电;四川国资改革;煤化工,月线vr买入信号,缩量||价跌量缩||回调缩量,6778
000755.SZ,山西路桥,5.17,5.24,5.28,5.16,9161703.0,0.58,5.14,5.15,5.07,5.03,4.73,-0.01,5.35,5.07,4.79,55.38,47.82,70.49,2458946600.0,交通运输-公路铁路运输-高速公路Ⅲ,低碳;氨纶;山西国资改革;地方国资改革;摘帽,月线macd金叉,价升量缩||缩量||阳线,7965
002622.SZ,融钰集团,5.17,5.1,5.19,5.08,32975143.0,-1.92,5.16,5.29,5.08,4.91,4.24,-0.11,5.84,5.08,4.32,27.5,38.81,4.9,4283780400.0,机械设备-电气设备-输变电设备,大数据;石墨烯;移动互联网;智能电网;参股保险;足球概念;电子商务;广告营销;文化传媒;金融科技;债转股;参股新三板,wr超卖,缩量||价跌量缩||回调缩量,2739
300287.SZ,飞利信,5.16,5.11,5.22,5.04,34260886.0,-1.16,5.11,5.22,5.32,5.44,4.78,-0.14,5.75,5.32,4.90,23.31,24.39,21.16,5717587200.0,信息服务-计算机应用-软件开发及服务,流媒体;电子信息;参股保险;科技保险;深股通;智慧党建;网络安全;在线教育;云计算;军工;大数据;电子政务;芯片概念;MCU;智慧城市;商誉减值;边缘计算,lwr买入信号,缩量||价跌量缩||月线长下影线,2633
600611.SH,大众交通,5.16,5.08,5.16,5.04,17552493.0,-1.74,5.13,5.18,5.09,5.04,4.63,-0.06,5.40,5.09,4.78,25.06,35.68,3.83,7941647100.0,交通运输-公交-公交Ⅲ,公共交通;特斯拉;参股券商;迪士尼;融资融券;沪股通;二手车;转融券标的;小额贷款;网约车,wr超卖||月线dmi金叉||月线dma金叉,缩量||回调缩量||阴线,9750
000953.SZ,*ST河化,5.15,4.98,5.37,4.9,12409096.0,-2.54,4.91,4.76,4.58,4.44,4.06,0.07,5.05,4.58,4.11,76.54,80.2,69.22,1464416000.0,化工-化学制品-氮肥,东盟北部湾;ST板块;硫磺;尿素;壳资源;煤化工,月线mtm金叉,放量||旗形||上升通道,7077
601228.SH,广州港,5.15,5.09,5.17,5.06,16780655.0,-1.17,5.12,5.13,5.13,5.07,4.72,-0.05,5.30,5.13,4.95,34.7,37.95,28.19,7345786200.0,交通运输-港口航运-港口Ⅲ,冷链物流;自由贸易港;沪股通;航运港口;广东国资改革;地方国资改革;航运概念;一带一路;粤港澳大湾区,月线dmi金叉,缩量||价跌量缩||回调缩量,750
300242.SZ,佳云科技,5.14,5.16,5.28,5.05,16883800.0,0.78,5.04,5.06,5.04,5.16,4.67,-0.02,5.33,5.04,4.76,65.58,59.44,77.84,2661514300.0,信息服务-传媒-营销服务,网络视频;移动互联网;网络游戏;文化传媒;数字营销;广告营销;百度概念;股权转让;今日头条概念;美团概念股;小米概念;商誉减值,cci买入信号||月线macd金叉||周线行情收盘价上穿5日,价升量涨||放量||阳线,2837
600350.SH,山东高速,5.14,5.11,5.15,5.1,6720938.0,-0.58,5.11,5.15,5.12,5.05,4.78,-0.04,5.30,5.12,4.94,39.67,46.0,27.0,24585058000.0,交通运输-公路铁路运输-高速公路Ⅲ,春运;国家科技大会;涉矿;一带一路;参股券商;融资融券;沪股通;转融券标的;山东国资改革;地方国资改革;机构重仓,月线macd金叉||月线cr金叉||月线boll突破中轨,缩量||价跌量缩||回调缩量,6240
600978.SH,宜华生活,5.14,5.19,5.23,5.06,42497895.0,0.78,4.99,5.01,4.89,4.88,4.49,0.01,5.30,4.89,4.48,66.14,56.29,85.83,7696095300.0,轻工制造-家用轻工-家具,胶合板;纤维板;低碳;腾讯概念;移动购物;融资融券;沪股通;转融券标的;智能家居,cci买入信号||cr金叉||macd金叉,价升量缩||缩量||阳线,5350
000825.SZ,太钢不锈,5.13,5.1,5.15,5.09,31286549.0,-0.59,5.15,5.31,5.25,5.24,4.98,-0.09,5.60,5.25,4.89,22.45,34.15,-0.96,29049978000.0,黑色金属-钢铁-特钢,航空航天;轧板;互联网钢铁;嫦娥概念;融资融券;深股通;军工;转融券标的;工程建材;一带一路;山西国资改革;地方国资改革;互联网+;特钢概念;证金持股,wr超卖||月线kdj金叉,缩量||价跌量缩||回调缩量,7484
600248.SH,延长化建,5.13,5.07,5.13,5.03,6143275.0,-1.17,5.06,5.07,4.89,4.81,4.48,0.01,5.34,4.89,4.44,39.33,47.56,22.86,3080562200.0,建筑材料-建筑装饰-专业工程,参股保险;燃料乙醇;天然气;煤化工;地方国资改革;年报预增;一带一路,月线macd金叉||月线boll突破中轨||月线roc买入信号,缩量||旗形||回调缩量,6874
600550.SH,保变电气,5.13,5.07,5.15,5.02,14199125.0,-1.17,5.08,5.04,5.03,4.97,4.55,-0.04,5.25,5.03,4.80,55.27,54.57,56.68,7780457800.0,机械设备-电气设备-输变电设备,京津冀一体化;人造太阳;新能源;光热;西电东送;仪电仪表;低碳;特高压;智能电网;雄安新区;核电;中兵系;央企国资改革,月线macd金叉||月线dmi金叉,缩量||价跌量缩||月线长下影线,6623
600067.SH,冠城大通,5.12,5.09,5.12,5.07,10334883.0,-0.39,5.08,5.09,5.03,4.94,4.50,-0.05,5.23,5.03,4.82,49.15,54.99,37.47,7594843600.0,房地产-房地产开发-房地产开发Ⅲ,游艇;金控平台;海峡西岸;小额贷款;融资融券;电解液;储能;转融券标的;锂电池,行情收盘价上穿5日||月线boll突破中轨||月线roc买入信号,缩量||价跌量缩||回调缩量,8015
600163.SH,中闽能源,5.12,5.38,5.49,4.93,28644951.0,3.66,5.21,5.09,4.54,4.31,3.82,0.13,5.76,4.54,3.33,69.18,71.82,63.89,5377122900.0,公用事业-电力-新能源发电,电力改革;光伏概念;新能源汽车;地方国资改革;债转股;风电,行情收盘价上穿5日||mtm金叉||rsi金叉,价升量涨||放量||强中选强,7625
600854.SH,春兰股份,5.12,4.96,5.13,4.95,13000534.0,-2.75,4.90,4.87,4.74,4.65,4.33,0.01,5.08,4.74,4.41,56.25,58.38,51.99,2576514300.0,家用电器-白色家电-空调,锂电池;家用电器;年报预增,月线cci买入信号||周线mtm金叉||月线boll突破中轨,放量||价跌量缩||上升通道,9124
000679.SZ,大连友谊,5.11,5.04,5.13,5.04,4373928.0,-1.18,5.08,5.18,5.10,5.02,4.59,-0.08,5.40,5.10,4.79,35.93,46.61,14.57,1796007100.0,商业贸易-零售-百货零售,腾讯概念;东北亚经贸中心;振兴东北;大连自贸区;象牙加工销售;环渤海;小额贷款;新零售;壳资源,月线cr金叉,缩量||价跌量缩||月线长下影线,8119
000850.SZ,华茂股份,5.11,5.03,5.18,5.02,24667706.0,-2.52,5.02,4.93,4.92,4.65,4.12,-0.02,5.40,4.92,4.43,55.36,51.73,62.61,4745213900.0,纺织服装-纺织制造-棉纺,涉矿;地方国资改革;工业大麻,dmi金叉,缩量||价跌量缩||回调缩量,7498
600425.SH,青松建化,5.11,5.39,5.49,5.11,111593287.0,5.69,5.15,5.22,5.12,5.11,4.28,-0.09,5.57,5.12,4.67,38.75,39.24,37.76,7431678600.0,建筑材料-建筑材料-水泥制造,保障房;一带一路;西部开发;新疆自贸区;新疆振兴;工程建材;地方国资改革;水泥;证金持股;年报预增,skdj金叉||rsi金叉||boll突破中轨,价升量涨||放量||阳线,5747
002255.SZ,海陆重工,5.1,5.09,5.16,5.04,11277331.0,-0.39,5.10,5.08,4.95,4.83,4.39,-0.03,5.34,4.95,4.57,57.68,57.31,58.44,2647891500.0,机械设备-电气设备-电源设备,光伏概念;煤化工;余热发电;分布式发电;低碳;核电;商誉减值;充电桩,skdj金叉||kdj金叉,缩量||价跌量缩||上升通道,3949
600565.SH,迪马股份,5.1,4.96,5.14,4.95,33792019.0,-2.17,4.96,5.00,4.52,4.21,3.62,0.01,5.60,4.52,3.43,56.68,66.17,37.69,11749130400.0,房地产-房地产开发-房地产开发Ⅲ,成渝特区;两江新区;参股券商;安防;反恐;消防装备;融资融券;沪股通;军用机器人;机器人概念;转融券标的;军民融合;军工;年报预增,月线vr买入信号||月线dmi金叉||月线dma金叉,缩量||价跌量缩||旗形,6113
601608.SH,中信重工,5.1,5.08,5.24,5.0,51232287.0,-0.78,5.07,5.12,5.18,5.27,4.24,-0.14,5.54,5.18,4.81,35.89,32.91,41.86,22044250000.0,机械设备-专用设备-重型机械,工业4.0;消防装备;融资融券;转融券标的;节能环保;高端装备;一带一路;节能减排;军工;机器人概念;央企国资改革;年报预增;机构重仓,月线dma金叉,缩量||价跌量缩||月线长下影线,2477
000407.SZ,胜利股份,5.09,5.07,5.18,5.05,20066487.0,-1.93,5.00,4.99,4.91,4.83,4.43,-0.02,5.18,4.91,4.63,42.11,40.66,45.01,3902419300.0,公用事业-燃气水务-燃气Ⅲ,转基因;充电桩;股权转让;页岩气;天然气;年报预增;地下管网,cr金叉||月线macd金叉,缩量||价跌量缩||回调缩量,8324
000612.SZ,焦作万方,5.09,5.11,5.22,5.08,8952619.0,0.39,5.01,5.09,5.08,5.04,4.74,-0.06,5.43,5.08,4.73,31.23,30.27,33.16,6078101000.0,有色金属-有色冶炼加工-铝,天然气;中原经济区;稀缺资源;油气开采;贸易战影响股;有色铝,kdj金叉||周线行情收盘价上穿5日||月线psy超卖,价升量缩||缩量||阳线,8239
000620.SZ,新华联,5.09,5.02,5.09,4.96,7351331.0,-0.4,4.96,4.98,4.89,4.83,4.55,-0.01,5.16,4.89,4.62,62.6,60.39,67.02,9521337000.0,房地产-房地产开发-房地产开发Ⅲ,参股民营银行;北京环球影城;新型城镇化;京津冀一体化;参股万达商业;深股通;腾讯音乐概念;独角兽概念,kdj金叉||月线macd金叉||月线vr买入信号,缩量||价跌量缩||回调缩量,8206
600336.SH,澳柯玛,5.09,5.0,5.35,5.0,25447601.0,1.83,4.89,4.92,4.79,4.69,4.28,-0.03,5.13,4.79,4.46,41.19,48.29,26.98,3661685100.0,家用电器-白色家电-冰箱,机器人概念;青岛自贸区;工业4.0;疫苗存储;涉矿;消防装备;净水器;自动售货机;电动自行车;大消费;融资融券;融资租赁;转融券标的;参股券商;服务机器人;地方国资改革;互联网+;家用电器;冷链物流;山东国资改革;年报预增,cci买入信号||cr金叉||rsi金叉,价升量涨||放量||阴线,6684
002145.SZ,中核钛白,5.08,4.95,5.08,4.95,25534849.0,-2.56,5.08,5.12,4.90,4.79,4.26,-0.05,5.39,4.90,4.40,32.98,49.31,0.33,4950993400.0,化工-化学制品-其他化学制品,脱硫脱硝;锂电池;深股通;锂电制造;钛白粉,wr超卖||月线macd金叉||月线cci买入信号,缩量||价跌量缩||回调缩量,4276
300239.SZ,东宝生物,5.08,5.08,5.13,5.05,4511982.0,0.2,5.00,5.05,4.98,4.93,4.51,-0.04,5.24,4.98,4.72,48.4,50.46,44.28,2260766100.0,医药生物-生物制品-生物制品Ⅲ,机器人材料;鱼蛋白;能源纸;胶原蛋白;保健品,skdj金叉||rsi金叉||月线vr买入信号,价升量缩||缩量||十字星,2843
601872.SH,招商轮船,5.08,5.07,5.1,5.02,13310949.0,0.0,5.12,5.15,4.99,4.88,4.58,-0.04,5.46,4.99,4.52,31.33,41.64,10.7,23935074000.0,交通运输-港口航运-航运Ⅲ,招商系;航运系;油改气;融资融券;转融券标的;一带一路;LNG加气站;航运概念;天然气;央企国资改革;年报预增,wr超卖||月线dma金叉,缩量||阴线||小阴星,4521
000415.SZ,渤海租赁,5.07,4.97,5.09,4.95,44489770.0,-2.17,4.99,4.93,4.82,4.77,4.37,0.01,5.19,4.82,4.45,62.09,60.14,65.98,17632954000.0,金融服务-保险及其他-多元金融,航空租赁;雄安新区;小额贷款;环渤海;滨海新区;雄安金融;融资融券;深股通;转融券标的;飞机租赁;融资租赁;海航系;金改;天津自贸区,周线cr金叉,缩量||价跌量缩||回调缩量,8311
002689.SZ,远大智能,5.06,5.11,5.21,5.06,10851345.0,0.0,5.07,5.11,5.15,5.31,4.77,-0.06,5.39,5.15,4.91,41.68,39.83,45.36,5318651600.0,机械设备-专用设备-楼宇设备,机器人概念;电梯物联网;人工智能;电梯概念;工业机器人,kdj金叉||月线dma金叉,缩量||阳线||月线长下影线,2466
300304.SZ,云意电气,5.06,4.97,5.13,4.96,20066617.0,-1.58,4.90,4.91,4.81,4.83,4.46,-0.0,5.11,4.81,4.51,56.04,55.86,56.42,4204469600.0,交运设备-汽车零部件-汽车零部件Ⅲ,节能电机;汽车电子;新能源汽车;电机电控,cci买入信号||kdj金叉||月线macd金叉,放量||价跌量缩||阴线,2584
600249.SH,两面针,5.06,5.06,5.1,5.02,6947053.0,0.0,5.08,5.12,5.13,5.11,4.57,-0.09,5.37,5.13,4.90,39.86,39.02,41.55,2783000000.0,化工-化学制品-日用化学产品,达菲;生物医药;东盟北部湾;参股券商;地方国资改革,行情收盘价上穿5日,缩量||月线长下影线||十字星,5557
600821.SH,津劝业,5.06,5.04,5.14,5.0,8727912.0,-0.59,5.07,5.02,4.93,4.97,4.63,0.01,5.24,4.93,4.62,55.97,61.27,45.36,2097991900.0,商业贸易-零售-百货零售,新零售;天津自贸区;滨海新区;环渤海;天津国资改革;地方国资改革,cci买入信号,缩量||价跌量缩||回调缩量,9211
000425.SZ,徐工机械,5.05,5.02,5.24,4.97,140469740.0,-0.99,5.04,4.97,4.69,4.54,4.07,0.03,5.31,4.69,4.07,61.33,69.34,45.31,35110797000.0,机械设备-专用设备-工程机械,MSCI概念;马歇尔计划;高端装备;融资融券;深股通;大国重器标的;转融券标的;挖掘机;新能源物流车;军工;工业4.0;工业互联网;一带一路;证金持股;机械装备;年报预增,月线boll突破上轨||月线macd金叉||月线cci买入信号,缩量||旗形||回调缩量,8268
000540.SZ,中天金融,5.05,4.99,5.09,4.97,57122278.0,-1.19,5.06,5.10,4.95,4.90,4.42,-0.05,5.47,4.95,4.44,30.58,42.33,7.08,32462598000.0,房地产-房地产开发-房地产开发Ⅲ,棚户区改造;养老地产;PPP概念;跨境电商;参股保险;保障房;新型城镇化;金控平台;互联网保险;黔中经济区;融资融券;深股通;转融券标的;互联网金融,wr超卖||月线cr金叉||月线cci买入信号,缩量||价跌量缩||回调缩量,9206
002280.SZ,联络互动,5.04,4.97,5.04,4.95,22039245.0,-1.58,4.95,5.01,4.99,5.04,4.56,-0.06,5.26,4.99,4.71,36.79,39.65,31.05,8508002600.0,信息服务-计算机应用-软件开发及服务,参股新三板;供应链金融;电子信息;电子竞技;物流电商平台;租售同权;智能家居;跨境电商;智能穿戴;文化传媒;移动互联网;深股通;网络直播;影视娱乐;广告营销;贸易战受益股;VR设备;虚拟现实;国产软件;电子商务;智能物流;手机游戏;无人机;互联网金融;独角兽概念,月线cr金叉||月线vr买入信号,缩量||价跌量缩||回调缩量,3527
002469.SZ,三维工程,5.04,5.53,5.53,5.04,33728607.0,9.94,5.08,5.06,4.94,4.85,4.52,0.04,5.33,4.94,4.55,66.34,58.4,82.22,2562730400.0,建筑材料-建筑装饰-专业工程,油品升级;煤化工;硫磺;节能环保;一带一路;证金持股;氢能源,cci买入信号||mtm金叉||skdj金叉,价升量涨||放量||阳线,3144
300318.SZ,博晖创新,5.04,5.17,5.29,5.02,8323783.0,2.17,5.00,5.10,5.10,5.07,4.61,-0.08,5.38,5.10,4.82,42.01,37.65,50.73,3760683600.0,医药生物-医疗器械服务-医疗器械Ⅲ,病毒检测芯片;不孕不育;分子诊断;血液制品;二胎概念;医药安全;医疗器械概念;年报预增,kdj金叉||rsi金叉||boll突破中轨,价升量涨||放量||阳线,2521
600239.SH,云南城投,5.04,4.9,5.09,4.89,44603455.0,-3.35,4.93,4.93,4.52,4.27,3.80,0.01,5.55,4.52,3.50,64.94,73.66,47.5,7867865900.0,房地产-房地产开发-房地产开发Ⅲ,土地增值;融资融券;沪股通;转融券标的;供应链金融;保障房;地方国资改革;养老概念;云南国资改革;年报预增,月线macd金叉||月线cci买入信号||月线roc买入信号,缩量||价跌量缩||旗形,7077
002431.SZ,棕榈股份,5.03,4.92,5.03,4.92,18074350.0,-2.19,4.93,4.99,4.93,4.89,4.55,-0.05,5.32,4.93,4.55,38.81,38.3,39.83,6519748700.0,建筑材料-建筑装饰-装饰园林,增强现实;职业教育;土壤修复;虚拟现实;融资融券;深股通;转融券标的;美丽中国;新型城镇化;股权转让;PPP概念;足球概念;特色小镇;雄安新区;粤港澳大湾区;园林开发;地方国资改革;河南国资改革,月线kdj超卖,缩量||价跌量缩||旗形,3234
002283.SZ,天润曲轴,5.02,5.01,5.4,4.98,90074629.0,0.0,4.77,4.67,4.55,4.55,4.13,0.05,4.94,4.55,4.16,66.21,66.3,66.02,5128758600.0,交运设备-汽车零部件-汽车零部件Ⅲ,机器人概念;工业4.0;汽车制造概念;高端装备;工业机器人,cr金叉||月线cr金叉||月线cci买入信号,放量||强中选强||旗形,3527
600531.SH,豫光金铅,5.02,5.02,5.09,4.98,19712468.0,0.0,4.97,5.01,5.06,5.24,4.74,-0.05,5.33,5.06,4.78,42.91,38.55,51.63,5473018000.0,有色金属-有色冶炼加工-铅锌,涉矿;铅;再生金属;固废处理;稀缺资源;白银;沪股通;地方国资改革;黄金概念;小金属概念,月线macd金叉,缩量||月线长下影线||十字星,6106
600868.SH,梅雁吉祥,5.02,5.1,5.2,4.95,148178770.0,-0.59,4.96,4.67,4.44,4.37,3.77,0.13,5.15,4.44,3.73,71.22,71.98,69.71,9680558300.0,公用事业-电力-水电,新能源;融资融券;转融券标的;粤港澳大湾区;恒大概念,月线cci买入信号||周线boll突破上轨||月线roc买入信号,放量||强中选强||阳线,8984
603002.SH,宏昌电子,5.02,4.94,5.03,4.9,18247702.0,-1.79,4.89,5.08,4.77,4.65,4.27,-0.03,5.58,4.77,3.95,32.1,42.52,11.28,3014502600.0,化工-化学制品-其他化学制品,环氧树脂;3D打印;沪台通;台湾概念股,月线macd金叉||月线boll突破中轨||月线dmi金叉,缩量||价跌量缩||旗形,2526
000598.SZ,兴蓉环境,5.01,4.97,5.02,4.96,16864913.0,-1.0,5.00,5.01,4.86,4.84,4.63,0.01,5.24,4.86,4.49,51.42,61.56,31.12,14841506000.0,公用事业-燃气水务-水务Ⅲ,成渝特区;国开行;垃圾发电;水价改革;美丽中国;污水处理;海水淡化;再生水;节能环保;固废处理;融资融券;深股通;转融券标的;地方国资改革;PPP概念;MSCI预期;四川国资改革,月线cci买入信号||月线boll突破中轨||月线roc买入信号,缩量||价跌量缩||回调缩量,8359
002206.SZ,海利得,5.01,4.97,5.04,4.95,5233600.0,-0.8,4.98,5.02,4.87,4.78,4.51,-0.02,5.23,4.87,4.51,34.02,44.25,13.54,4521130600.0,化工-化工合成材料-涤纶,涉矿;特斯拉;氨纶;涤纶;养老金持股;长三角一体化,月线macd金叉||月线cr金叉||月线boll突破中轨,缩量||价跌量缩||回调缩量,4103
600023.SH,浙能电力,5.01,4.97,5.02,4.96,24017464.0,-1.0,5.03,5.01,4.96,4.94,4.78,-0.01,5.10,4.96,4.83,46.0,60.08,17.86,67595429000.0,公用事业-电力-火电,MSCI概念;一带一路;融资融券;沪股通;转融券标的;浙江国资改革;地方国资改革;核电;机构重仓,wr超卖||月线macd金叉||周线cr金叉,缩量||价跌量缩||回调缩量,1946
