股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,上市天数,技术形态
600869.SH,智慧能源,5.69,5.5,5.69,5.48,26324241.0,-3.34,5.69,5.61,5.53,5.60,5.44,0.02,5.83,5.53,5.24,50.35,58.26,34.53,12206440100.0,机械设备-电气设备-其他电力设备,特高压;节能环保;石墨烯;量子计算;高端装备;碳纤维;新能源汽车;能源互联网;锂电原料;锂电制造;锂电池;核电;电子商务;光伏概念;智能电网;互联网+;独角兽概念;特斯拉;无人机;智慧城市;互联网金融;年报预增,8842,放量||价跌量缩||阴线
603111.SH,康尼机电,5.69,5.46,5.77,5.46,12380200.0,-4.55,5.59,5.57,5.43,5.44,5.04,-0.01,5.83,5.43,5.03,59.47,61.74,54.94,4564468500.0,交运设备-非汽车交运-铁路设备,铁路基建;轨道交通;一带一路;新能源汽车;智能穿戴;高铁;新基建;高端装备;工业互联网,1726,缩量||价跌量缩||回调缩量
000898.SZ,鞍钢股份,5.67,5.62,5.68,5.6,24854263.0,-0.88,5.70,5.75,5.80,5.82,5.65,-0.08,6.16,5.80,5.44,16.91,24.41,1.92,34557336000.0,黑色金属-钢铁-普钢,互联网钢铁;循环经济;MSCI概念;螺纹钢;铁矿石;融资融券;深股通;冬奥会;转融券标的;沪伦通预期;央企国资改革;机构重仓,7789,缩量||价跌量缩||回调缩量
600603.SH,广汇物流,5.67,5.56,5.72,5.55,7990500.0,-2.63,5.63,5.62,5.54,5.42,4.93,-0.07,5.98,5.54,5.11,44.5,46.43,40.65,2802574700.0,交通运输-物流-物流Ⅲ,物流骨干网;涉矿;恒大概念;年报预增,9962,缩量||价跌量缩||回调缩量
000797.SZ,中国武夷,5.66,5.53,5.7,5.51,7676959.0,-2.47,5.76,5.79,5.85,5.87,5.63,-0.1,6.22,5.85,5.48,22.26,31.08,4.62,7185304500.0,房地产-房地产开发-房地产开发Ⅲ,一带一路;京津冀一体化;土地增值;中央政务区;北京环球影城;土地流转;海峡西岸;无人岛开发;聚土地概念;首都副中心;环球主题公园;深股通;基建工程;中非合作;地方国资改革,7952,缩量||回调缩量||阴线
002586.SZ,围海股份,5.66,5.39,5.67,5.32,15788010.0,-4.77,5.64,5.69,5.64,5.64,5.28,-0.09,5.94,5.64,5.35,31.08,43.75,5.74,3738762200.0,建筑材料-建筑装饰-基础建设,舟山自贸区;文化传媒;海洋经济;排水;舟山新区;海岛整治修复;海绵城市;雄安新区;深股通;影视娱乐;水利;PPP概念;Facebook概念,2882,放量||阴线||价跌量升
300128.SZ,锦富技术,5.66,5.46,5.78,5.46,115298092.0,-10.05,5.52,5.23,5.13,5.16,4.75,0.14,5.77,5.13,4.49,65.03,60.49,74.12,5818813100.0,电子-光学光电子-显示器件Ⅲ,智能家居;移动互联网;智能终端;虚拟现实;三星;蓝宝石;元器件;云计算;融资融券;转融券标的;新零售;天然气;物联网应用层;物联网;智能电视;OLED设备制造;股权转让;大数据;光伏概念;石墨烯;OLED;苹果概念;台湾概念股,3114,放量||价跌量缩||月线长下影线
600688.SH,上海石化,5.66,5.63,5.72,5.56,23347098.0,-0.18,5.60,5.59,5.54,5.53,5.43,0.0,5.81,5.54,5.26,57.98,50.56,72.81,41261220000.0,化工-基础化学-石油加工,线型;MSCI概念;燃油;丁二烯;融资融券;两桶油改革;沪股通;转融券标的;碳纤维;聚丙烯;油品改革;燃料乙醇;航运概念;央企国资改革;证金持股;机构重仓,9297,放量||价跌量缩||阴线
000782.SZ,美达股份,5.65,5.42,5.65,5.41,7332374.0,-4.58,5.55,5.51,5.49,5.40,4.96,-0.05,5.80,5.49,5.18,53.99,53.39,55.2,2419038000.0,化工-化工合成材料-其他纤维,智能医疗;股权转让;锦纶,7978,放量||价跌量缩||阴线
002344.SZ,海宁皮城,5.65,5.51,5.67,5.49,14231008.0,-3.16,5.68,5.70,5.68,5.65,5.24,-0.08,5.98,5.68,5.37,33.32,44.57,10.81,7027637900.0,商业贸易-零售-商业物业经营,跨境电商;她经济;融资融券;深股通;转融券标的;健康中国;电子商务;互联网金融;长三角一体化,3374,放量||阴线||价跌量升
600509.SH,天富能源,5.65,6.17,6.17,5.62,26490867.0,9.98,5.76,5.71,5.64,5.52,4.86,-0.02,5.99,5.64,5.28,72.82,63.22,92.02,5588147900.0,公用事业-电力-热电,低碳;一带一路;新疆自贸区;新疆振兴;新疆建设兵团;碳化硅;超级电容;甲醇;新能源;抗寒;新疆电源项目;生物质能;页岩气;融资融券;LNG加气站;转融券标的;垃圾发电;地方国资改革;天然气;证金持股;5G,6263,价升量涨||缩量||阳线
002172.SZ,澳洋健康,5.64,5.18,5.66,5.07,23957338.0,-7.99,5.55,5.55,5.50,5.26,4.66,-0.13,6.17,5.50,4.83,29.3,36.6,14.72,3558237300.0,化工-化工合成材料-粘胶,基因疗法;棉花种植;氨纶;健康中国;基因测序;粘胶短纤;工业大麻,4232,缩量||价跌量缩||回调缩量
600212.SH,江泉实业,5.64,5.36,5.68,5.36,17929108.0,-5.8,5.68,5.66,5.59,5.42,4.81,-0.1,5.99,5.59,5.19,33.59,44.71,11.36,2742697100.0,公用事业-电力-燃机发电,胶合板;铝材加工;股权转让;央企国资改革,7189,缩量||回调缩量||阴线
000570.SZ,苏常柴A,5.63,5.44,5.67,5.42,7990221.0,-2.86,5.67,5.57,5.60,5.57,4.95,-0.1,5.89,5.60,5.32,39.79,44.62,30.13,2237876300.0,机械设备-通用设备-内燃机,柴油发电;金改;干细胞;锂电隔膜;地方国资改革;锂电池,9062,缩量||价跌量缩||回调缩量
002531.SZ,天顺风能,5.63,5.45,5.63,5.43,27406927.0,-3.2,5.63,5.77,6.15,6.26,5.75,-0.22,7.07,6.15,5.22,14.39,17.98,7.22,9640960400.0,机械设备-电气设备-电源设备,海上风电;新能源;深股通;风电,3035,放量||阴线||价跌量升
600819.SH,耀皮玻璃,5.62,5.52,5.66,5.42,3518900.0,-1.43,5.65,5.68,5.78,5.69,5.06,-0.15,6.09,5.78,5.48,17.85,22.44,8.68,4125736700.0,建筑材料-建筑材料-玻璃制造,光伏玻璃;特种玻璃;国际板;建筑节能;玻璃;年报预增;上海国资改革,9216,缩量||回调缩量||阴线
000955.SZ,欣龙控股,5.61,5.51,5.66,5.44,18227126.0,-1.61,5.82,5.95,5.98,5.92,5.17,-0.23,6.63,5.98,5.33,14.48,25.51,-7.59,2966535800.0,纺织服装-纺织制造-其他纺织,三沙;口罩;军民融合;埃博拉概念;海南旅游岛;股权转让;健康中国;中医药;海南自贸区;壳资源;自由贸易港;工业大麻,7075,缩量||价跌量缩||回调缩量
002084.SZ,海鸥住工,5.61,5.51,5.65,5.48,2645114.0,-2.13,5.68,5.58,5.37,5.30,4.96,0.01,5.89,5.37,4.85,56.33,63.05,42.9,2743510700.0,轻工制造-家用轻工-其他家用轻工,地热能;广州旅游;沪台通;外贸;参股新三板;智能家居;台湾概念股,4533,缩量||价跌量缩||回调缩量
002185.SZ,华天科技,5.61,5.38,5.62,5.38,51625836.0,-4.44,5.60,5.60,5.76,5.81,5.51,-0.1,6.16,5.76,5.35,29.79,33.37,22.63,11461761400.0,电子-半导体及元件-集成电路,兰新白试验区;融资融券;深股通;AI芯片;转融券标的;人工智能;芯片概念;硅晶圆;物联网;芯片封装测试;集成电路概念,4172,缩量||回调缩量||阴线
002266.SZ,浙富控股,5.61,5.53,5.67,5.43,29537943.0,-1.25,5.63,5.54,5.36,5.12,4.65,-0.0,5.89,5.36,4.83,66.78,70.63,59.09,8949731200.0,机械设备-电气设备-电源设备,互联网金融;小额贷款;一带一路;仪电仪表;音乐产业;文化传媒;舟山新区;融资融券;潮汐发电;深股通;影视娱乐;转融券标的;二手车;独角兽概念;核电,3912,缩量||回调缩量||阴线
002671.SZ,龙泉股份,5.61,5.56,5.64,5.51,3095059.0,-0.89,5.64,5.65,5.56,5.49,4.99,-0.07,5.83,5.56,5.28,42.44,57.91,11.48,1868187500.0,建筑材料-建筑材料-管材,地下管网;水利;南水北调;核电;节水灌溉;兜底增持;股权转让;海绵城市,2553,缩量||价跌量缩||回调缩量
000655.SZ,金岭矿业,5.6,5.44,5.62,5.43,9652601.0,-2.51,5.61,5.78,5.75,5.53,4.79,-0.22,6.43,5.75,5.07,8.44,19.01,-12.7,3238650900.0,采掘-石油矿业开采-其他采掘Ⅲ,铁矿石;稀有金属;稀缺资源;钴;地方国资改革;小金属概念;山东国资改革;摘帽,8181,缩量||回调缩量||阴线
002169.SZ,智光电气,5.6,5.44,5.6,5.42,13384721.0,-2.86,5.65,5.66,5.67,5.75,5.03,-0.12,5.94,5.67,5.39,36.8,47.3,15.81,4108288900.0,机械设备-电气设备-电气自控设备,合同能源管理;光伏概念;智能电网;仪电仪表;低碳;新能源汽车;能源互联网;储能;工业互联网;新基建;电力物联网;边缘计算,4234,缩量||价跌量缩||回调缩量
002436.SZ,兴森科技,5.59,5.74,5.82,5.5,47964261.0,2.5,5.67,5.49,5.45,5.54,5.15,0.05,5.80,5.45,5.10,72.52,65.23,87.11,7242950700.0,电子-半导体及元件-印制电路板,航天军工;元器件;深股通;芯片材料;芯片封装测试;芯片概念;军工;互联网+;集成电路概念;国资驰援;互联网金融,3231,价升量涨||放量||阳线
000421.SZ,南京公用,5.58,5.41,5.58,5.34,9490171.0,-3.39,5.49,5.52,5.49,5.46,5.20,-0.05,5.74,5.49,5.24,22.15,27.63,11.18,3098019900.0,公用事业-燃气水务-燃气Ⅲ,充电桩;南京国资改革;江苏国资改革;地方国资改革;天然气,8295,放量||价跌量缩||阴线
002347.SZ,泰尔股份,5.58,5.53,5.68,5.5,12778627.0,-1.07,5.70,5.97,5.51,5.31,4.75,-0.12,6.80,5.51,4.21,13.62,29.17,-17.48,1764655500.0,机械设备-通用设备-机械基础件,3D打印;锂电池;工业4.0;机器人概念;超级电容;安徽自贸区;新能源汽车;锂电设备;工业机器人;创投;透明工厂,3372,缩量||价跌量缩||回调缩量
600095.SH,哈高科,5.58,5.27,5.58,5.14,15846905.0,-5.22,5.42,5.32,5.23,5.19,4.72,-0.02,5.58,5.23,4.88,59.97,62.4,55.11,1903859000.0,房地产-房地产开发-房地产开发Ⅲ,振兴东北;黄豆;中俄自贸区;抗癌;豆粕;金改;保健品;新能源;贸易战受益股;光伏概念;大豆;医保目录;壳资源;创投,7959,放量||价跌量缩||阴线
002546.SZ,新联电子,5.57,5.45,5.58,5.45,7666686.0,-2.33,5.53,5.59,5.70,5.78,5.05,-0.15,6.07,5.70,5.32,20.95,25.11,12.61,4261375100.0,机械设备-电气设备-电气自控设备,能源互联网;智能电网;电力物联网,2993,缩量||价跌量缩||回调缩量
600662.SH,强生控股,5.57,5.56,5.67,5.51,13883757.0,0.36,5.68,5.70,5.64,5.59,5.09,-0.1,6.02,5.64,5.25,31.8,40.26,14.89,5856693800.0,交通运输-公交-公交Ⅲ,公共交通;金融IC;网约车;迪士尼;智能交通;融资融券;转融券标的;地方国资改革;阿里巴巴概念;上海国资改革,9444,价升量缩||缩量||阴线
000900.SZ,现代投资,5.55,5.37,5.67,5.35,78413837.0,-6.77,5.37,5.32,5.27,5.20,4.83,-0.01,5.59,5.27,4.95,56.01,53.16,61.71,8146925600.0,交通运输-公路铁路运输-高速公路Ⅲ,洞庭湖生态经济区;参股券商;固废处理;参股民营银行;融资融券;深股通;转融券标的;长江经济带;湖南国资改革;地方国资改革;期货概念;证金持股,7390,放量||强中选强||价跌量缩
002588.SZ,史丹利,5.55,5.41,5.56,5.38,12714071.0,-3.91,5.49,5.46,5.35,5.26,4.90,-0.03,5.87,5.35,4.83,42.86,44.91,38.74,3947395500.0,化工-化学制品-复合肥,生态农业;渤海粮仓;农村电商;融资融券;转融券标的;互联网+;乡村振兴;化肥,2874,缩量||价跌量缩||回调缩量
002701.SZ,奥瑞金,5.55,5.51,5.57,5.47,25051988.0,0.0,5.70,5.88,5.97,5.80,5.47,-0.19,6.48,5.97,5.46,12.79,24.45,-10.55,12966972500.0,轻工制造-包装印刷-包装印刷Ⅲ,APEC会议;食品包装;融资融券;深股通;转融券标的;世界杯;番茄酱;债转股;足球概念;MSCI预期,2385,缩量||阴线||价平量缩
600209.SH,*ST罗顿,5.55,5.33,5.63,5.28,9779581.0,-3.96,5.68,5.61,5.26,5.05,4.44,-0.04,6.11,5.26,4.41,40.93,61.84,-0.88,2339929500.0,建筑材料-建筑装饰-装饰园林,东盟北部湾;新型城镇化;ST板块;三沙;土地增值;土地流转;海南旅游岛;聚土地概念;元器件;海南自贸区,7334,缩量||价跌量缩||旗形
601226.SH,华电重工,5.55,5.5,5.57,5.47,9050822.0,-1.61,5.65,5.68,5.69,5.48,4.83,-0.13,6.02,5.69,5.35,21.05,31.0,1.15,6352500000.0,建筑材料-建筑装饰-专业工程,高端装备;国改双百行动;海上风电;证金持股;风电;一带一路;雄安新区;核电,1594,缩量||回调缩量||阴线
600986.SH,科达股份,5.54,5.43,5.56,5.39,30049444.0,-1.81,5.69,5.83,5.89,5.94,5.36,-0.19,6.43,5.89,5.34,14.35,25.2,-7.36,6906134000.0,信息服务-传媒-营销服务,共享单车;王者荣耀;建筑节能;IGBT;互联网平台;SAAS;沪股通;区块链储备;区块链底层;广告营销;文化传媒;数字营销;今日头条概念;短视频;互联网+;手机游戏;区块链;小米概念;独角兽概念,5475,缩量||价跌量缩||回调缩量
300150.SZ,世纪瑞尔,5.53,5.41,5.53,5.36,5593216.0,-2.35,5.54,5.53,5.60,5.59,5.19,-0.09,5.95,5.60,5.26,41.1,43.32,36.66,2495700300.0,信息服务-计算机应用-软件开发及服务,轨道交通;高铁;新基建;年报预增,3044,缩量||价跌量缩||回调缩量
600248.SH,延长化建,5.53,5.28,5.59,5.28,19080760.0,-7.21,5.29,5.20,4.99,4.90,4.55,0.06,5.58,4.99,4.39,53.33,51.11,57.77,3208159500.0,建筑材料-建筑装饰-专业工程,参股保险;燃料乙醇;天然气;煤化工;地方国资改革;年报预增;一带一路,6879,放量||价跌量缩||旗形
600308.SH,华泰股份,5.53,5.36,5.54,5.27,32218944.0,-3.25,5.58,5.66,5.75,5.54,5.10,-0.17,6.30,5.75,5.19,13.09,18.66,1.96,6258129200.0,轻工制造-造纸-造纸Ⅲ,造纸转暖;人民币升值;林场改革;环保包装;双氧水;纸浆,6781,缩量||回调缩量||阴线
601339.SH,百隆东方,5.53,5.42,5.54,5.4,5383439.0,-2.17,5.54,5.65,5.72,5.72,5.39,-0.12,6.00,5.72,5.43,11.92,20.79,-5.84,8130000000.0,纺织服装-纺织制造-棉纺,SDR概念;棉纱;人民币贬值受益;东盟自贸区;科创板预期,2506,缩量||回调缩量||阴线
600358.SH,国旅联合,5.52,5.27,5.54,5.26,7385800.0,-4.36,5.47,5.45,5.41,5.18,4.57,-0.11,5.86,5.41,4.97,29.1,37.93,11.43,2661016200.0,信息服务-传媒-营销服务,虚拟现实;央企控股;大消费;网络直播;广告营销;文化传媒;体育产业;电子竞技;VR直播;股权转让;互联网彩票;地方国资改革,6787,缩量||价跌量缩||回调缩量
600959.SH,江苏有线,5.52,5.53,5.74,5.5,27513179.0,0.18,5.56,5.53,5.55,5.59,5.10,-0.06,5.80,5.55,5.31,52.92,48.99,60.76,21481450000.0,信息服务-通信服务-有线电视网络,文化传媒;广播电视,1456,价升量涨||放量||阳线
000060.SZ,中金岭南,5.51,5.42,5.54,5.39,53811846.0,-2.17,5.55,5.59,5.54,5.39,4.95,-0.11,6.26,5.54,4.81,25.35,33.55,8.94,19339785000.0,有色金属-有色冶炼加工-铅锌,铟;裸眼3D;MSCI概念;稀缺资源;锌;锗涨价;电子商务;涉矿;铅;融资融券;白银;深股通;钴;稀有金属;转融券标的;地方国资改革;小金属概念;广东国资改革,8125,缩量||回调缩量||阴线
000599.SZ,青岛双星,5.51,5.25,5.55,5.24,18914007.0,-4.72,5.62,5.63,5.50,5.18,4.61,-0.15,6.59,5.50,4.40,33.69,42.91,15.23,4030349100.0,化工-化工合成材料-轮胎,橡胶;青岛自贸区;中韩自贸区;雄安新区;雄安交通;工业4.0;国改双百行动;山东国资改革;地方国资改革;军工;军民融合,8393,缩量||价跌量缩||月线长下影线
601001.SH,大同煤业,5.5,5.76,6.01,5.49,88586452.0,3.6,5.50,5.33,5.20,5.09,4.81,0.09,5.73,5.20,4.66,65.69,59.82,77.42,9640512000.0,采掘-煤炭开采加工-煤炭开采Ⅲ,动力煤;高岭土概念;融资融券;沪股通;转融券标的;山西国资改革;地方国资改革;证金持股,4687,放量||价升量缩||强中选强
300332.SZ,天壕环境,5.49,5.32,5.49,5.31,19043002.0,-3.8,5.42,5.47,5.61,5.79,4.94,-0.16,6.05,5.61,5.17,31.54,31.94,30.74,3777222000.0,公用事业-环保工程-环保工程及服务,京津冀一体化;页岩气;固废处理;节能电机;废气处理;脱硫脱硝;低碳;互联网金融;余热发电;合同能源管理;节能环保;污水处理;PPP概念;美丽中国;天然气;创投;柔性屏;科创板IPO,2490,缩量||价跌量缩||回调缩量
000548.SZ,湖南投资,5.48,5.33,5.48,5.32,6736409.0,-2.74,5.53,5.51,5.43,5.38,5.05,-0.05,5.77,5.43,5.08,34.02,48.6,4.87,2660741600.0,交通运输-公路铁路运输-高速公路Ⅲ,交通示范区;湖南自贸区;长江经济带;地方国资改革;湖南国资改革,9255,缩量||回调缩量||阴线
002666.SZ,德联集团,5.48,6.05,6.05,5.38,46142221.0,10.0,5.55,5.34,5.21,5.17,4.91,0.12,5.77,5.21,4.65,76.01,62.5,103.03,2678745800.0,化工-化学制品-其他化学制品,乙二醇;新材料概念;尾气治理;智能汽车;蔚来汽车概念;新能源汽车;燃料电池;创投,2583,价升量涨||放量||阳线
600683.SH,京投发展,5.48,5.41,5.58,5.38,4580574.0,-1.64,5.60,5.67,5.67,5.58,5.10,-0.13,6.01,5.67,5.33,15.4,25.46,-4.74,4007606800.0,房地产-房地产开发-房地产开发Ⅲ,土地流转;棚户区改造;特斯拉;土地增值;中央政务区;地方国资改革;创投;北京国资改革,9311,缩量||价跌量缩||回调缩量
603117.SH,万林物流,5.48,5.41,5.76,5.4,26244557.0,-1.82,5.74,5.76,5.23,4.99,4.46,-0.03,6.43,5.23,4.02,42.22,61.22,4.21,3386062600.0,交通运输-物流-物流Ⅲ,物流骨干网,1394,缩量||旗形||回调缩量
000030.SZ,富奥股份,5.47,5.27,5.47,5.26,14023101.0,-4.18,5.67,5.68,5.48,5.34,4.85,-0.09,6.02,5.48,4.93,30.95,47.86,-2.87,9225462400.0,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子;特斯拉;融资融券;深股通;转融券标的;地方国资改革;吉林国资改革,9337,缩量||价跌量缩||回调缩量
000035.SZ,中国天楹,5.47,5.39,5.48,5.31,12687946.0,-1.28,5.35,5.28,5.27,5.34,5.30,0.04,5.46,5.27,5.08,63.45,58.23,73.91,6905072400.0,公用事业-环保工程-环保工程及服务,深股通;垃圾发电;固废处理;节能环保,9146,放量||价跌量缩||月线长下影线
000166.SZ,申万宏源,5.47,5.48,5.6,5.42,90154367.0,-0.18,5.53,5.55,5.55,5.58,5.30,-0.06,5.86,5.55,5.25,33.76,37.28,26.73,123488590000.0,金融服务-证券-证券Ⅲ,金控平台;MSCI概念;融资融券;深股通;转融券标的;央企国资改革;证金持股,1548,缩量||阳线||回调缩量
600297.SH,广汇汽车,5.47,5.41,5.51,5.35,19846300.0,-1.64,5.57,5.66,5.47,5.32,5.08,-0.06,6.01,5.47,4.93,36.4,45.33,18.54,43876732000.0,交运设备-交运设备服务-汽车服务,东北亚经贸中心;抗辐射药;核污染防治;医疗改革;眼科医疗;防辐射;汽车制造概念;鼠疫;MSCI概念;抗癌;融资融券;沪股通;转融券标的;融资租赁;二手车;汽车关税下调;大消费;恒大概念;白马股,6732,缩量||价跌量缩||月线长下影线
000017.SZ,深中华A,5.46,5.23,5.49,5.18,12609670.0,-5.43,5.39,5.39,5.42,5.47,5.08,-0.07,5.63,5.42,5.22,25.29,28.28,19.3,1584590700.0,交运设备-非汽车交运-其他交运设备,粤港澳大湾区,9884,放量||价跌量缩||阴线
002681.SZ,奋达科技,5.46,5.21,5.47,5.2,26900353.0,-4.93,5.51,5.55,5.44,5.37,4.92,-0.09,5.87,5.44,5.01,23.53,35.62,-0.65,5773925700.0,电子-电子制造-电子零部件制造,腾讯概念;智能眼镜;车联网;小米概念;虚拟现实;智能音箱;智能手表;融资融券;深股通;富士康概念;转融券标的;VR设备;智能穿戴;国资驰援;苹果概念;消费电子;互联网医疗;独角兽概念;华为概念,2513,缩量||回调缩量||阴线
000755.SZ,山西路桥,5.45,5.6,5.99,5.39,38367396.0,0.72,5.39,5.25,5.13,5.10,4.79,0.07,5.57,5.13,4.70,69.21,63.25,81.13,2627881900.0,交通运输-公路铁路运输-高速公路Ⅲ,低碳;氨纶;山西国资改革;地方国资改革;摘帽,7970,价升量涨||放量||阳线
000837.SZ,秦川机床,5.45,5.3,5.49,5.26,13102260.0,-3.11,5.58,5.56,5.58,5.43,4.96,-0.1,6.02,5.58,5.13,39.34,52.97,12.09,3087867300.0,机械设备-通用设备-机床工具,工业4.0;3D打印;航天军工;军工;机器人概念;机床制造;高端装备;工业互联网;工业机器人;地方国资改革;债转股;工业大麻;一带一路,7512,缩量||价跌量缩||回调缩量
600110.SH,诺德股份,5.45,5.34,5.51,5.27,49184692.0,-3.61,5.42,5.28,5.13,5.15,4.80,0.05,5.57,5.13,4.69,67.19,71.84,57.87,6142666600.0,电子-其他电子-其他电子Ⅲ,稀土永磁;涉矿;中朝贸易区;参股保险;融资融券;转融券标的;小金属概念;中科院系;锂电池;宁德时代概念,7868,放量||价跌量缩||阴线
603335.SH,迪生力,5.45,5.42,5.48,5.35,8598146.0,-2.34,5.52,5.42,5.37,5.31,4.94,-0.02,5.71,5.37,5.03,67.19,60.82,79.94,1102290330.0,交运设备-汽车零部件-汽车零部件Ⅲ,汽车关税下调,672,缩量||月线长下影线||回调缩量
000419.SZ,通程控股,5.44,5.27,5.45,5.26,5222400.0,-3.83,5.45,5.44,5.38,5.31,4.93,-0.06,5.68,5.38,5.08,41.85,55.7,14.16,2863138200.0,商业贸易-零售-百货零售,村镇银行;存准率扩围;金改;参股保险;湖南国资改革;地方国资改革,8285,缩量||回调缩量||阴线
002542.SZ,中化岩土,5.44,5.28,5.44,5.2,13578907.0,-2.4,5.43,5.46,5.57,5.59,5.05,-0.12,5.89,5.57,5.25,27.38,30.34,21.45,6126840200.0,建筑材料-建筑装饰-专业工程,煤化工;雄安新区;参股保险;深股通;影视娱乐;文化传媒;通用航空;互联网金融;雄安基建;股权转让;国产软件;芯片概念;地方国资改革;四川国资改革,3007,缩量||回调缩量||阴线
300201.SZ,海伦哲,5.44,5.28,5.46,5.25,8443401.0,-3.65,5.44,5.47,5.59,5.51,5.06,-0.12,5.94,5.59,5.23,22.15,25.82,14.8,4685174800.0,机械设备-专用设备-其它专用机械,消防装备;棚户区改造;特朗普访华;节能照明;芯片封装测试;芯片概念;工业机器人;机器人概念;工业4.0;股权转让;军民融合;智能电网;电力物联网;军工,2938,缩量||价跌量缩||回调缩量
000543.SZ,皖能电力,5.43,5.28,5.43,5.26,12433881.0,-2.76,5.40,5.45,5.44,5.52,5.36,-0.05,5.62,5.44,5.25,28.08,39.73,4.79,9453290800.0,公用事业-电力-火电,参股券商;天然气;电力改革;西电东送;融资融券;深股通;转融券标的;地方国资改革;核电;安徽国资改革;年报预增,9255,缩量||价跌量缩||回调缩量
000601.SZ,韶能股份,5.43,5.21,5.43,5.17,11593702.0,-4.05,5.36,5.31,5.09,5.00,4.60,-0.0,5.66,5.09,4.52,66.27,76.48,45.85,5625925000.0,公用事业-电力-水电,低碳;光伏概念;新能源;生态农业;垃圾发电;充电桩;生物质能;新能源汽车;纸浆;宝能系,8271,放量||阴线||价跌量升
002108.SZ,沧州明珠,5.43,5.17,5.43,5.17,37340294.0,-4.96,5.31,5.25,5.21,5.27,4.97,-0.01,5.51,5.21,4.91,61.23,59.5,64.68,7330668100.0,化工-化工合成材料-其他塑料制品,雄安新区;线型;地下管网;高性能膜;特斯拉;分离膜;抗旱;融资融券;深股通;转融券标的;锂电隔膜;锂电池;军工,4472,放量||价跌量缩||阴线
600327.SH,大东方,5.43,5.35,5.43,5.32,5462791.0,-1.29,5.41,5.39,5.30,5.21,4.93,-0.03,5.60,5.30,5.01,57.75,62.58,48.11,3944642000.0,交运设备-交运设备服务-汽车服务,金改;小额贷款;新零售;二手车;汽车关税下调;信托概念,6146,缩量||价跌量缩||回调缩量
002225.SZ,濮耐股份,5.42,5.27,5.42,5.22,7631108.0,-2.95,5.48,5.49,5.63,5.56,5.22,-0.13,6.11,5.63,5.14,24.84,28.92,16.68,3597830400.0,建筑材料-建筑材料-耐火材料,类稀土;涉矾;涉矿;河南自贸区;金属镁;年报预增,4015,缩量||价跌量缩||回调缩量
300336.SZ,新文化,5.42,5.39,5.45,5.3,24450226.0,-2.88,5.58,5.53,5.57,5.57,5.29,-0.05,5.82,5.57,5.31,45.37,49.56,36.98,3819855700.0,信息服务-传媒-营销服务,IP概念;大数据;电子竞技;参股万达商业;文化传媒;互联网+;影视娱乐,2478,缩量||回调缩量||阴线
600281.SH,太化股份,5.42,5.2,5.49,5.2,36988570.0,-10.04,5.42,4.99,4.71,4.61,4.26,0.18,5.62,4.71,3.79,62.36,64.54,58.0,2674890500.0,综合-综合-综合Ⅲ,新材料概念;甲醇;纳米;PVC;烧碱;煤化工;粗苯;山西国资改革;地方国资改革,6739,放量||价跌量缩||阴线
603778.SH,乾景园林,5.41,5.19,5.45,5.12,9585050.0,-4.07,5.40,5.34,5.19,5.15,4.86,-0.0,5.61,5.19,4.77,52.39,66.48,24.2,2595000000.0,建筑材料-建筑装饰-装饰园林,园林开发;节能环保;PPP概念,1209,放量||价跌量缩||阴线
000933.SZ,神火股份,5.4,5.38,5.55,5.31,47412009.0,-0.56,5.50,5.41,5.31,5.27,4.90,-0.02,5.84,5.31,4.78,46.21,47.99,42.65,10224521300.0,有色金属-有色冶炼加工-铝,稀缺煤;涉矿;动力煤;中原经济区;深股通;贸易战影响股;有色铝;地方国资改革;融资融券;转融券标的,7175,缩量||价跌量缩||回调缩量
002490.SZ,山东墨龙,5.4,5.2,5.55,5.17,15088802.0,-3.53,5.30,5.28,5.24,5.23,4.85,-0.05,5.56,5.24,4.93,47.43,47.47,47.35,1807373100.0,机械设备-专用设备-冶金矿采化工设备,油页岩;海工装备;深股通;页岩气;天然气;年报预增,3106,放量||价跌量缩||阴线
600185.SH,格力地产,5.4,5.28,5.45,5.28,7318849.0,-2.22,5.51,5.63,5.62,5.44,4.96,-0.17,6.13,5.62,5.11,11.38,23.6,-13.05,10877750000.0,房地产-房地产开发-房地产开发Ⅲ,西咸新区;广东自贸区;珠海主题公园;融资融券;沪股通;转融券标的;地方国资改革;粤港澳大湾区;广东国资改革;珠海国资改革;横琴新区,7256,缩量||价跌量缩||回调缩量
600503.SH,华丽家族,5.4,5.17,5.45,5.17,182087100.0,-9.93,5.16,4.87,4.74,4.75,4.28,0.13,5.42,4.74,4.06,64.87,58.34,77.95,8283839300.0,房地产-房地产开发-房地产开发Ⅲ,临近空间;徐翔概念股;石墨烯手机;涉矿;储能;融资融券;工业机器人;转融券标的;期货概念;机器人概念;石墨烯;恒大概念,6132,放量||价跌量缩||旗形
