股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,上市天数,技术形态
000899.SZ,赣能股份,6.01,5.98,6.07,5.95,5320218.0,-0.33,6.00,5.94,5.81,5.72,5.33,-0.01,6.17,5.81,5.46,54.6,59.82,44.16,5834530600.0,公用事业-电力-火电,新能源;鄱阳湖经济区;煤价下跌受益;互联网平台;核电;融资融券;转融券标的;地方国资改革;年报预增,7817,缩量||回调缩量||阴线
002089.SZ,新海宜,6.01,6.14,6.38,5.97,129226790.0,1.15,5.95,5.60,5.46,5.50,5.21,0.17,6.10,5.46,4.82,74.46,64.14,95.08,5749443000.0,信息设备-通信设备-通信传输设备,云服务;军民融合;IPV6;宽带中国;碳纳米管;光纤;量子通信;锂电制造;光纤光缆;锂电原料;新能源物流车;节能照明;新能源汽车;锂电池;5G;创投;边缘计算,4526,放量||价升量缩||阳线
601598.SH,中国外运,6.01,5.89,6.04,5.88,35781135.0,-1.83,6.01,6.06,6.08,6.15,5.56,-0.12,6.55,6.08,5.62,16.48,22.36,4.72,7961143300.0,交通运输-物流-物流Ⅲ,沪股通;央企国资改革;新股与次新股,94,缩量||回调缩量||阴线
002665.SZ,首航节能,6.0,6.1,6.42,5.9,152972970.0,2.69,5.54,5.25,4.73,4.38,3.61,0.2,6.11,4.73,3.35,81.65,76.77,91.41,13763872000.0,机械设备-电气设备-电源设备,光热;光伏概念;融资租赁;深股通;太阳能;核电;海水淡化;节能环保;雄安新区;储能;氢能源,2582,放量||价升量缩||强中选强
300018.SZ,中元股份,6.0,5.93,6.05,5.88,9888255.0,-0.67,6.01,6.06,6.13,6.30,5.91,-0.1,6.72,6.13,5.54,24.04,25.32,21.49,2189294500.0,机械设备-电气设备-电气自控设备,参股新三板;仪电仪表;卫星导航;东湖高新园区;健康中国;恒大概念;中部崛起;特高压;区块链应用;医疗机器人;智能电网;区块链;机器人概念;医疗器械概念;股权转让;互联网医疗;军工;创投;养老概念;证金持股,3461,缩量||价跌量缩||回调缩量
600429.SH,三元股份,6.0,5.94,6.09,5.94,3848421.0,-1.0,6.00,6.02,5.98,5.94,5.65,-0.05,6.23,5.98,5.73,40.23,46.03,28.63,5256900000.0,食品饮料-食品加工制造-乳品,二胎概念;乳业;年报预增,5698,缩量||回调缩量||阴线
601919.SH,中远海控,6.0,5.84,6.0,5.83,21613856.0,-2.83,5.94,5.93,5.72,5.52,5.08,-0.05,6.50,5.72,4.93,44.38,48.59,35.95,44592338000.0,交通运输-港口航运-航运Ⅲ,中字头股票;滨海新区;环渤海;航运系;融资融券;沪股通;转融券标的;航运港口;MSCI概念;进口博览会;航运概念;一带一路;中远系;央企国资改革;机构重仓,4318,缩量||旗形||回调缩量
000908.SZ,景峰医药,5.99,5.87,6.1,5.83,8648883.0,-1.51,5.96,6.07,5.91,5.79,5.22,-0.12,6.56,5.91,5.27,20.64,33.14,-4.36,4150188900.0,医药生物-化学制药-化学制剂,生物医药;抗癌;儿童医药医疗;国产伟哥;健康中国;医保目录;创新药;抗肿瘤;民营医院;仿制药,7383,缩量||月线长下影线||回调缩量
600279.SH,重庆港九,5.99,5.83,6.03,5.81,23201866.0,-2.35,6.11,6.37,6.22,5.64,4.86,-0.29,7.45,6.22,4.99,12.86,25.49,-12.4,4039948500.0,交通运输-港口航运-港口Ⅲ,黄金水道;成渝特区;两江新区;重庆自贸区;航运港口;长江经济带;重庆国资改革;地方国资改革;一带一路,6839,缩量||价跌量缩||回调缩量
601398.SH,工商银行,5.99,5.83,6.0,5.81,273124250.0,-2.51,5.95,5.86,5.73,5.69,5.66,0.04,6.09,5.73,5.38,58.49,64.81,45.85,1571839200000.0,金融服务-银行-银行Ⅲ,MSCI概念;央视财经50;融资融券;沪股通;转融券标的;优先股概念;证金持股;外汇局持股,4560,缩量||回调缩量||阴线
002272.SZ,川润股份,5.98,6.08,6.18,5.95,12017171.0,1.5,5.99,5.88,5.67,5.56,5.18,0.04,6.22,5.67,5.11,65.43,62.61,71.09,1949517900.0,机械设备-通用设备-机械基础件,成渝特区;余热发电;高端装备;天然气锅炉;壳资源;年报预增,3867,价升量缩||缩量||阳线
002288.SZ,超华科技,5.98,6.21,6.53,5.98,113635736.0,4.55,5.83,5.62,5.61,5.76,5.47,0.11,6.04,5.61,5.17,72.63,60.26,97.37,4970133500.0,电子-半导体及元件-印制电路板,参股民营银行;安防;覆铜板;智慧城市;独角兽概念,3518,价升量涨||放量||阳线
002692.SZ,远程股份,5.98,5.41,5.98,5.38,133336703.0,-2.7,5.16,5.08,4.90,4.88,4.47,0.08,5.44,4.90,4.36,63.62,59.51,71.84,3870226900.0,机械设备-电气设备-其他电力设备,智能电网;电缆;核电;军工,2448,放量||强中选强||旗形
300292.SZ,吴通控股,5.98,6.42,6.69,5.9,201143130.0,4.05,5.83,5.19,4.77,4.70,4.45,0.42,6.16,4.77,3.39,86.73,82.22,95.74,6610140300.0,信息服务-计算机应用-软件开发及服务,智能路由器;宽带中国;广告营销;文化传媒;电子商务;光纤;今日头条概念;数字营销;物联网;新基建;5G;独角兽概念;边缘计算,2609,放量||价升量缩||阳线
600981.SH,汇鸿集团,5.98,5.85,6.09,5.78,15447329.0,0.17,5.84,5.85,5.77,5.54,4.91,-0.1,6.42,5.77,5.11,34.96,37.12,30.62,4275485300.0,商业贸易-贸易-贸易Ⅲ,国开行;参股新三板;外贸;危废处理;蚂蚁金服概念;冷链物流;江苏国资改革;地方国资改革;证金持股;创投;年报预增;期货概念;工业大麻;区块链,5409,价升量涨||缩量||阴线
600495.SH,晋西车轴,5.97,5.8,5.98,5.76,21441571.0,-2.03,5.91,5.90,5.75,5.66,5.25,-0.04,6.24,5.75,5.25,40.33,50.55,19.9,7007507100.0,交运设备-非汽车交运-铁路设备,铁路基建;高铁;一带一路;高端装备;融资融券;沪股通;转融券标的;轨道交通;中兵系;央企国资改革;年报预增,5444,缩量||价跌量缩||回调缩量
600530.SH,交大昂立,5.97,5.83,6.05,5.8,15520576.0,-5.05,6.14,6.14,6.20,6.24,5.49,-0.15,6.50,6.20,5.89,28.42,35.17,14.91,4547400000.0,医药生物-生物制品-生物制品Ⅲ,小额贷款;参股券商;高校;健康中国;养老概念;电子商务;手足口病疫苗;医保目录;保健品,6503,放量||阴线||价跌量升
000757.SZ,浩物股份,5.96,5.8,6.0,5.8,9053010.0,-3.33,5.94,6.06,5.93,5.88,5.57,-0.08,6.44,5.93,5.42,22.02,33.72,-1.38,2619393700.0,交运设备-汽车零部件-汽车零部件Ⅲ,二手车;节能环保;空气净化;天津国资改革;地方国资改革;年报预增;新能源汽车,7969,缩量||回调缩量||阴线
002228.SZ,合兴包装,5.96,5.79,5.96,5.75,18221442.0,-3.5,6.00,6.02,6.01,5.84,5.42,-0.1,6.42,6.01,5.60,34.13,40.48,21.42,6747913500.0,轻工制造-包装印刷-包装印刷Ⅲ,供应链金融;人民币升值;食品包装;圣诞节;工业4.0;环保包装;深股通;年报预增,4001,缩量||价跌量缩||回调缩量
600369.SH,西南证券,5.96,5.78,5.99,5.75,76318647.0,-2.03,5.90,5.94,5.70,5.62,5.09,-0.05,6.34,5.70,5.06,31.61,46.29,2.25,32628731000.0,金融服务-证券-证券Ⅲ,参股基金;两江新区;融资融券;转融券标的;重庆国资改革;地方国资改革;期货概念,6677,缩量||回调缩量||阴线
603969.SH,银龙股份,5.96,5.9,5.99,5.88,12325822.0,0.17,5.87,5.92,6.00,5.83,5.34,-0.13,6.58,6.00,5.42,35.21,32.69,40.24,4961900000.0,机械设备-通用设备-金属制品,一带一路;雄安新区;核电;雄安基建,1515,价升量涨||缩量||月线长下影线
000836.SZ,富通鑫茂,5.95,5.97,6.29,5.65,346434300.0,4.37,5.27,4.96,4.89,4.88,4.59,0.22,5.61,4.89,4.16,76.85,61.19,108.16,7214044900.0,信息设备-通信设备-通信传输设备,滨海新区;参股新三板;TMT;增强现实;工业用地;安防;环渤海;电子信息;股权转让;光纤;光纤光缆;独角兽概念;无人驾驶;5G,7875,底部吸筹||价升量涨||放量
002540.SZ,亚太科技,5.95,5.88,5.98,5.86,3877050.0,-0.84,5.92,5.93,5.85,5.79,5.38,-0.05,6.21,5.85,5.49,29.04,35.68,15.75,5262572700.0,有色金属-有色冶炼加工-铝,特斯拉;海水淡化;3D打印;铝材加工;深股通;新能源汽车;有色铝,3016,缩量||回调缩量||阴线
300169.SZ,天晟新材,5.95,5.88,6.02,5.86,4653108.0,-1.34,5.90,5.95,5.92,5.88,5.56,-0.07,6.31,5.92,5.54,34.06,36.75,28.69,1514257700.0,化工-化学制品-其他化学制品,土壤修复;固废处理;新材料概念;污水处理;智能穿戴;轨道交通;高端装备,3009,缩量||价跌量缩||回调缩量
600359.SH,新农开发,5.95,5.89,6.06,5.87,11618077.0,-1.01,6.06,6.11,6.02,5.79,5.10,-0.12,6.70,6.02,5.34,25.97,38.51,0.88,2247110500.0,农林牧渔-种植业与林业-其他种植业,新疆建设兵团;维稳;新疆振兴;抗旱;棉;土地流转;奶牛养殖;棉花种植;地方国资改革;乡村振兴;乳业;农垦改革;农业种植;证金持股,7298,缩量||价跌量缩||回调缩量
002539.SZ,云图控股,5.94,5.95,6.07,5.86,13879850.0,1.02,5.90,5.83,5.79,5.76,5.34,-0.02,6.06,5.79,5.52,58.22,48.46,77.74,3603020500.0,化工-化学制品-复合肥,农村电商;黑磷;快递;生态农业;乡村振兴;王者荣耀;电子竞技;食盐;磷化工;调味品;年报预增,3016,价升量涨||放量||阳线
002936.SZ,郑州银行,5.94,5.83,5.96,5.81,21060386.0,-1.85,5.93,5.91,5.94,6.04,5.71,-0.05,6.18,5.94,5.71,40.94,40.08,42.66,3498000000.0,金融服务-银行-银行Ⅲ,新股与次新股;深股通,215,缩量||回调缩量||阴线
600236.SH,桂冠电力,5.94,5.89,5.95,5.87,10235776.0,-0.68,5.95,5.98,5.93,5.89,5.83,-0.03,6.12,5.93,5.75,25.28,41.36,-6.88,35713235000.0,公用事业-电力-水电,北部湾自贸区;央企控股;电力改革;抗寒;东盟北部湾;融资融券;沪股通;转融券标的;风电;央企国资改革,6969,放量||阴线||价跌量升
002600.SZ,领益智造,5.93,6.31,6.31,5.85,139312590.0,9.93,5.85,5.79,5.78,6.01,5.10,-0.01,6.21,5.78,5.34,65.24,51.99,91.73,10074385900.0,电子-电子制造-电子零部件制造,永磁高铁;小额贷款;小额再贷款;新材料概念;触摸屏;电子信息;电动汽车;智能终端;苹果概念;深股通;富士康概念;无线充电;OLED面板;OLED;小金属概念;稀土永磁;小米概念;消费电子;柔性屏;科创板预期;融资融券;转融券标的,2838,价升量涨||缩量||阳线
002697.SZ,红旗连锁,5.92,5.81,5.94,5.8,9727830.0,-1.53,5.86,5.89,5.78,5.65,5.55,-0.02,6.16,5.78,5.39,32.73,43.23,11.72,5731129300.0,商业贸易-零售-百货零售,移动购物;跨境电商;腾讯概念;共享单车;参股民营银行;无人零售;股权转让;深股通;新零售;电子商务;年报预增,2420,缩量||价跌量缩||回调缩量
600869.SH,智慧能源,5.92,5.69,5.93,5.63,48227987.0,-3.89,5.73,5.61,5.53,5.61,5.44,0.05,5.83,5.53,5.24,66.09,62.22,73.84,12628117100.0,机械设备-电气设备-其他电力设备,特高压;节能环保;石墨烯;量子计算;高端装备;碳纤维;新能源汽车;能源互联网;锂电原料;锂电制造;锂电池;核电;电子商务;光伏概念;智能电网;互联网+;独角兽概念;特斯拉;无人机;智慧城市;互联网金融;年报预增,8841,放量||价跌量缩||阴线
601969.SH,海南矿业,5.92,5.82,6.04,5.77,8164282.0,-1.36,5.85,5.93,5.78,5.73,5.31,-0.08,6.54,5.78,5.02,27.79,35.66,12.05,11376472200.0,采掘-石油矿业开采-其他采掘Ⅲ,海南自贸区;铁矿石;天然气;机构重仓,1595,缩量||回调缩量||阴线
000835.SZ,长城动漫,5.91,5.77,6.37,5.71,30272620.0,-0.35,5.70,5.59,5.39,5.34,4.89,0.05,5.93,5.39,4.84,66.94,71.26,58.29,1747704200.0,信息服务-传媒-其他传媒,幼儿教育;文化传媒;网络游戏;动漫,7241,放量||旗形||上升通道
002004.SZ,华邦健康,5.91,5.81,5.93,5.78,12144826.0,-1.69,5.88,5.93,5.91,5.80,5.47,-0.08,6.22,5.91,5.61,22.81,29.7,9.04,10424612000.0,化工-化学制品-农药,抗癌;参股新三板;哮喘;两江新区;结核病;健康中国;新型杀菌剂;小额贷款;生物医药;融资融券;深股通;转融券标的;民营医院;草甘膦;互联网医疗,5414,缩量||价跌量缩||回调缩量
002688.SZ,金河生物,5.91,5.87,5.96,5.85,4598615.0,-0.17,5.85,5.85,5.79,5.73,5.30,-0.05,6.09,5.79,5.49,52.56,50.53,56.6,3658640300.0,农林牧渔-农业服务-动物保健,兽药;饲料;猪瘟疫情,2474,缩量||回调缩量||阴线
600028.SH,中国石化,5.91,5.93,6.01,5.86,286965520.0,1.02,5.89,5.88,5.84,5.89,5.85,0.01,6.03,5.84,5.66,52.58,45.72,66.32,566657580000.0,化工-基础化学-石油加工,油品改革;央企控股;油气管网;油价上调;MSCI概念;两桶油改革;燃油;融资融券;沪股通;转融券标的;一带一路;聚丙烯;油气开采;页岩气;可燃冰;天然气;中字头股票;沪伦通预期;央企国资改革;证金持股,6466,价升量涨||放量||阳线
600676.SH,交运股份,5.91,5.83,5.94,5.82,12625568.0,-1.69,5.96,5.92,5.75,5.66,5.17,-0.04,6.34,5.75,5.16,35.51,43.07,20.38,5608724300.0,交运设备-汽车零部件-汽车零部件Ⅲ,公共交通;参股券商;迪士尼;自由贸易港;融资融券;转融券标的;地方国资改革;上海自贸区;上海国资改革,9337,缩量||回调缩量||阴线
601038.SH,一拖股份,5.91,5.84,5.98,5.76,6971055.0,-1.02,5.99,5.90,5.64,5.58,5.17,0.02,6.31,5.64,4.97,51.03,62.41,28.28,3468434400.0,机械设备-专用设备-农用机械,一号文件;新型城镇化;融资融券;沪股通;转融券标的;债转股;乡村振兴;农机;央企国资改革;机构重仓,2448,缩量||价跌量缩||旗形
002181.SZ,粤传媒,5.9,5.92,6.04,5.85,14952902.0,0.0,5.93,5.94,6.14,6.30,5.56,-0.14,6.65,6.14,5.63,39.49,30.72,57.03,6715840900.0,信息服务-传媒-平面媒体,数字出版示范;体育产业;TMT;动漫;融资融券;平面媒体;转融券标的;电子商务;文化传媒;广东国资改革;地方国资改革;互联网+;互联网彩票;创投;独角兽概念;机构重仓,4175,缩量||阳线||月线长下影线
300043.SZ,星辉娱乐,5.9,5.8,6.05,5.74,21770020.0,-2.69,5.95,6.16,6.43,6.49,5.19,-0.33,7.22,6.43,5.64,12.54,16.19,5.26,5235691800.0,信息服务-传媒-其他传媒,儿童消费品;3D打印;参股新三板;圣诞节;文化传媒;网络游戏;二胎概念;世界杯;体育产业;IP概念;足球概念;手机游戏;动漫;厚朴系,3379,缩量||回调缩量||阴线
600319.SH,亚星化学,5.9,6.0,6.1,5.83,12678866.0,1.18,5.84,5.84,5.88,5.76,5.25,-0.07,6.38,5.88,5.38,54.95,44.92,75.01,1893564000.0,化工-化学制品-其他化学制品,油气开采;新材料概念;线型;聚氯乙烯;液氯;股权转让;壳资源;烧碱,6601,价升量涨||缩量||阳线
000417.SZ,合肥百货,5.89,5.88,5.96,5.84,7522969.0,0.17,5.90,5.86,5.67,5.54,5.13,-0.02,6.22,5.67,5.12,57.72,64.61,43.94,4580681400.0,商业贸易-零售-百货零售,合肥迪士尼;冷链物流;新型城镇化;收入改革;消费金融;融资融券;商超百货;转融券标的;安徽国资改革;地方国资改革;新零售;宝能系,8288,价升量涨||缩量||阴线
000797.SZ,中国武夷,5.89,5.67,5.89,5.67,5888515.0,-1.9,5.82,5.84,5.87,5.89,5.62,-0.08,6.21,5.87,5.52,31.54,35.49,23.63,7367211000.0,房地产-房地产开发-房地产开发Ⅲ,一带一路;京津冀一体化;土地增值;中央政务区;北京环球影城;土地流转;海峡西岸;无人岛开发;聚土地概念;首都副中心;环球主题公园;深股通;基建工程;中非合作;地方国资改革,7951,缩量||价跌量缩||回调缩量
002270.SZ,华明装备,5.89,5.71,5.91,5.63,11215630.0,-2.06,5.79,5.87,5.73,5.66,5.32,-0.06,6.20,5.73,5.26,25.26,39.12,-2.45,4219270100.0,机械设备-电气设备-其他电力设备,钢结构;高端装备;CAD;工业机器人;机器人概念,3881,缩量||回调缩量||阴线
601222.SH,林洋能源,5.89,5.79,5.94,5.78,23034981.0,-1.53,5.86,5.85,5.86,5.93,5.69,-0.04,6.13,5.86,5.59,43.6,42.02,46.76,10125996700.0,机械设备-电气设备-电气自控设备,分布式发电;新能源;沪股通;智能电网;太阳能;光伏概念;物联网应用层;物联网;节能照明;蔚来汽车概念;能源互联网;电力物联网,2814,放量||阴线||价跌量升
000523.SZ,广州浪奇,5.88,5.71,5.9,5.69,6159497.0,-2.73,5.82,5.84,5.89,5.71,5.04,-0.13,6.21,5.89,5.57,24.72,30.12,13.92,3579997100.0,化工-化学制品-日用化学产品,土地流转;南沙新区;三旧改造;地方国资改革;啤酒概念;白糖;粤港澳大湾区;广东国资改革,9296,缩量||回调缩量||阴线
000717.SZ,韶钢松山,5.88,5.71,5.89,5.7,50038744.0,-3.22,5.84,5.96,5.92,5.91,5.65,-0.1,6.41,5.92,5.43,18.83,27.61,1.28,13815484000.0,黑色金属-钢铁-普钢,深股通;融资融券;转融券标的;特钢概念;央企国资改革,8019,缩量||价跌量缩||回调缩量
000790.SZ,泰合健康,5.88,6.03,6.13,5.88,20672721.0,2.03,5.94,5.94,5.81,5.68,5.16,-0.04,6.22,5.81,5.40,34.87,38.69,27.22,3375425000.0,医药生物-中药-中药Ⅲ,抗肝癌;兽药;生物医药;钢结构;融资融券;抗癌;单抗;中医药;转融券标的;仿制药;医保目录;流感,7696,价升量涨||缩量||阳线
000955.SZ,欣龙控股,5.88,5.6,5.92,5.6,27562208.0,-5.09,5.92,6.03,6.01,5.91,5.14,-0.2,6.63,6.01,5.40,18.56,31.02,-6.36,3014991000.0,纺织服装-纺织制造-其他纺织,三沙;口罩;军民融合;埃博拉概念;海南旅游岛;股权转让;健康中国;中医药;海南自贸区;壳资源;自由贸易港;工业大麻,7074,缩量||回调缩量||阴线
300027.SZ,华谊兄弟,5.88,5.71,5.9,5.7,34696138.0,-3.38,5.78,5.76,5.66,5.71,5.35,-0.01,6.04,5.66,5.28,43.54,41.49,47.64,12625747500.0,信息服务-传媒-影视动漫,IP概念;马云概念;网络视频;移动互联网;电子竞技;TMT;腾讯平台;融资融券;深股通;魔兽概念;宁德时代概念;转融券标的;文化传媒;网络游戏;VR设备;虚拟现实;范冰冰概念股;明星参股概念;手机游戏;动漫;影视娱乐;腾讯概念,3461,缩量||价跌量缩||回调缩量
002011.SZ,盾安环境,5.87,5.89,5.97,5.78,17543050.0,0.34,5.88,5.86,5.87,6.02,5.62,-0.04,6.17,5.87,5.58,54.09,49.37,63.54,5380238800.0,家用电器-白色家电-其他白色家电,机器人概念;多晶硅;雄安地热;雄安新区;工业4.0;低碳;余热发电;国开行;高铁;轨道交通;融资融券;工业机器人;转融券标的;传感器;新能源汽车;合同能源管理;新能源;核电;节能环保;地热能;创投;宁德时代概念,5404,价升量涨||缩量||阳线
000599.SZ,青岛双星,5.86,5.51,5.89,5.5,19865997.0,-5.0,5.67,5.68,5.47,5.16,4.58,-0.09,6.61,5.47,4.33,49.8,47.53,54.36,4229947300.0,化工-化工合成材料-轮胎,橡胶;青岛自贸区;中韩自贸区;雄安新区;雄安交通;工业4.0;国改双百行动;山东国资改革;地方国资改革;军工;军民融合,8392,缩量||价跌量缩||月线长下影线
000721.SZ,西安饮食,5.86,6.13,6.2,5.69,40816002.0,5.51,5.86,5.95,6.04,5.68,4.95,-0.16,6.67,6.04,5.41,30.38,28.03,35.08,2671426100.0,餐饮旅游-酒店及餐饮-餐饮Ⅲ,西安自贸区;收入改革;西咸新区;春节概念;陕西自贸区;职业教育;美团概念股;老字号;股权转让;独角兽概念;地方国资改革,8027,价升量涨||缩量||阳线
002651.SZ,利君股份,5.86,5.97,5.99,5.83,10710605.0,1.88,5.87,5.81,5.71,5.68,5.29,0.01,6.03,5.71,5.38,69.6,64.89,79.03,2495006300.0,机械设备-专用设备-冶金矿采化工设备,航天军工;节能环保;军工;无人机;民用无人机;高端装备,2663,价升量涨||放量||阳线
000632.SZ,三木集团,5.85,5.73,6.06,5.73,29650125.0,-6.07,5.81,5.45,5.17,5.05,4.57,0.17,6.04,5.17,4.31,69.91,74.22,61.28,2667231100.0,房地产-房地产开发-房地产开发Ⅲ,平潭免税区;无人岛开发;海峡西岸;福建自贸区;郭台铭概念,8187,放量||价跌量缩||旗形
002245.SZ,澳洋顺昌,5.85,5.69,5.91,5.67,29065498.0,-4.21,5.92,5.77,5.41,5.34,4.89,0.05,6.29,5.41,4.52,61.15,65.89,51.67,5202964000.0,交通运输-物流-物流Ⅲ,舟山新区;蓝宝石;舟山自贸区;金改;正极材料;锂电制造;节能照明;小额贷款;芯片概念;苹果概念;锂电池;创投;新能源汽车,3973,缩量||旗形||回调缩量
300352.SZ,北信源,5.84,6.01,6.15,5.79,68610853.0,3.8,5.86,5.89,6.02,6.06,5.40,-0.12,6.49,6.02,5.55,39.65,32.77,53.4,6507862700.0,信息服务-计算机应用-软件开发及服务,军民融合;超级计算机;智能家居;物联网;区块链储备;电子政务;人工智能;区块链;网络安全;国产软件,2413,价升量涨||放量||阳线
600202.SH,哈空调,5.84,5.98,6.14,5.8,12187243.0,2.4,5.81,5.84,5.85,5.54,4.70,-0.15,6.52,5.85,5.19,44.99,33.68,67.61,2292377200.0,机械设备-电气设备-电源设备,核电;振兴东北;中俄自贸区;一带一路;低碳;地方国资改革;摘帽,7263,价升量涨||缩量||阳线
600509.SH,天富能源,5.84,5.61,5.89,5.61,23528583.0,-3.44,5.66,5.67,5.61,5.48,4.82,-0.08,5.86,5.61,5.36,59.23,58.42,60.86,5080957800.0,公用事业-电力-热电,低碳;一带一路;新疆自贸区;新疆振兴;新疆建设兵团;碳化硅;超级电容;甲醇;新能源;抗寒;新疆电源项目;生物质能;页岩气;融资融券;LNG加气站;转融券标的;垃圾发电;地方国资改革;天然气;证金持股;5G,6262,缩量||价跌量缩||回调缩量
600664.SH,哈药股份,5.83,5.61,5.86,5.58,51506401.0,-3.61,5.86,5.97,6.01,5.63,4.81,-0.24,6.71,6.01,5.32,14.74,24.01,-3.81,14064018000.0,医药生物-化学制药-化学制剂,中朝贸易区;纳米;养老概念;鼠疫;融资融券;中医药;沪股通;转融券标的;老字号;医保目录;医疗改革;振兴东北;地方国资改革;保健品;证金持股;工业大麻;超级真菌;地震,9428,缩量||回调缩量||阴线
600540.SH,新赛股份,5.81,5.7,5.86,5.63,10789007.0,-1.89,5.83,5.56,5.34,5.18,4.70,0.06,5.97,5.34,4.70,61.87,67.34,50.95,2684262900.0,农林牧渔-种植业与林业-其他种植业,菜籽粕;棉;新疆建设兵团;新疆振兴;一带一路;菜籽油;油菜籽;贸易战受益股;棉花种植;地方国资改革;年报预增,5584,强中选强||缩量||价跌量缩
300022.SZ,吉峰科技,5.8,5.8,5.8,5.76,12005250.0,10.06,5.14,4.93,4.80,4.76,4.44,0.15,5.39,4.80,4.21,80.04,69.3,101.51,1988125500.0,商业贸易-零售-专业连锁,农村电商;电子商务;三农;一号文件;乡村振兴;农机,3461,价升量缩||缩量||尖三兵
600589.SH,广东榕泰,5.8,5.74,5.84,5.72,8635533.0,-0.86,5.76,5.77,5.84,5.90,5.26,-0.11,6.19,5.84,5.50,31.51,29.19,36.15,3797446900.0,化工-化学制品-其他化学制品,新材料概念;光伏概念;PTA;特斯拉;互联网+;云计算;边缘计算;国产软件;网络切片,6523,缩量||价跌量缩||月线长下影线
601001.SH,大同煤业,5.8,5.56,5.88,5.56,90915515.0,-2.46,5.40,5.28,5.16,5.06,4.79,0.06,5.63,5.16,4.68,61.83,56.89,71.71,9305772000.0,采掘-煤炭开采加工-煤炭开采Ⅲ,动力煤;高岭土概念;融资融券;沪股通;转融券标的;山西国资改革;地方国资改革;证金持股,4686,放量||强中选强||阴线
002169.SZ,智光电气,5.79,5.6,5.81,5.59,16080490.0,-2.61,5.68,5.69,5.68,5.76,5.01,-0.1,5.94,5.68,5.43,52.76,52.55,53.19,4229120900.0,机械设备-电气设备-电气自控设备,合同能源管理;光伏概念;智能电网;仪电仪表;低碳;新能源汽车;能源互联网;储能;工业互联网;新基建;电力物联网;边缘计算,4233,缩量||回调缩量||阴线
600642.SH,申能股份,5.77,5.77,5.79,5.74,11069848.0,0.0,5.76,5.75,5.71,5.68,5.47,-0.02,5.89,5.71,5.54,59.8,55.5,68.38,26265261000.0,公用事业-电力-火电,西气东输;聚丙烯;油价下调;新能源;MSCI概念;煤化工;参股券商;太阳能;融资融券;沪股通;转融券标的;核电;地方国资改革;天然气;上海国资改革;证金持股;风电;甲醇,9502,缩量||十字星||短线回调
603111.SH,康尼机电,5.77,5.72,5.79,5.65,14606350.0,0.35,5.59,5.58,5.42,5.45,5.02,0.01,5.83,5.42,5.01,70.94,62.87,87.07,4781824200.0,交运设备-非汽车交运-铁路设备,铁路基建;轨道交通;一带一路;新能源汽车;智能穿戴;高铁;新基建;高端装备;工业互联网,1725,放量||价升量缩||阴线
002344.SZ,海宁皮城,5.76,5.69,5.8,5.65,13357593.0,-1.04,5.72,5.73,5.68,5.65,5.23,-0.06,5.98,5.68,5.39,47.41,50.19,41.84,7257215900.0,商业贸易-零售-商业物业经营,跨境电商;她经济;融资融券;深股通;转融券标的;健康中国;电子商务;互联网金融;长三角一体化,3373,放量||阴线||价跌量升
300283.SZ,温州宏丰,5.76,5.87,6.33,5.76,15725229.0,2.09,5.69,5.62,5.62,5.62,5.26,0.01,5.92,5.62,5.31,62.81,56.56,75.3,1250044090.0,机械设备-电气设备-输变电设备,智能电网;干细胞;股权转让;年报预增,2659,价升量涨||放量||阳线
300336.SZ,新文化,5.76,5.55,5.79,5.52,23526000.0,-3.81,5.61,5.56,5.58,5.58,5.28,-0.02,5.82,5.58,5.33,58.87,51.66,73.29,3933246600.0,信息服务-传媒-营销服务,IP概念;大数据;电子竞技;参股万达商业;文化传媒;互联网+;影视娱乐,2477,缩量||价跌量缩||月线长下影线
603117.SH,万林物流,5.76,5.51,5.76,5.48,23322557.0,-3.84,5.80,5.71,5.19,4.95,4.44,0.04,6.42,5.19,3.97,62.8,70.73,46.95,3448651500.0,交通运输-物流-物流Ⅲ,物流骨干网,1393,缩量||价跌量缩||旗形
000898.SZ,鞍钢股份,5.75,5.67,5.75,5.64,28339268.0,-1.22,5.72,5.80,5.80,5.83,5.64,-0.07,6.16,5.80,5.45,22.04,28.16,9.79,34864785000.0,黑色金属-钢铁-普钢,互联网钢铁;循环经济;MSCI概念;螺纹钢;铁矿石;融资融券;深股通;冬奥会;转融券标的;沪伦通预期;央企国资改革;机构重仓,7788,缩量||回调缩量||阴线
601118.SH,海南橡胶,5.75,5.76,5.81,5.69,29446279.0,0.7,5.75,5.81,5.75,5.70,5.35,-0.06,5.99,5.75,5.52,35.17,40.0,25.49,24649504000.0,农林牧渔-种植业与林业-其他种植业,避孕套;厄尔尼诺概念;三沙;聚土地概念;循环经济;电子商务;融资融券;转融券标的;国改双百行动;军工;地方国资改革;海南自贸区;橡胶;农垦改革;农业种植;乡村振兴;外汇局持股;机构重仓;证金持股;赛马概念,3027,价升量涨||缩量||阳线
